Index,Time,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Orientation X,Orientation Y,Orientation Z,Punch Type
0,0,-0.222442626953125,-0.670989990234375,-0.54840087890625,0.026185591982620077,0.07898787363449966,0.0645568785742463,-0.019960392266511917,-0.6182573437690735,-0.17284713685512543,-0.6328292328104306,-0.03090794400677207,0.24862821893574508,None
1,0.05,-0.2895660400390625,-0.6505279541015625,-0.663421630859375,0.007966986332420323,0.017898325779105217,0.018253076448383143,-0.37625032663345337,-0.45368146896362305,-0.12670494616031647,-0.7140111841283591,-0.05357128360720246,0.2975330263714828,None
2,0.1,-0.334869384765625,-0.656005859375,-0.727630615234375,-0.011430123111423385,-0.022391499717775876,-0.024836273156444877,-0.6261621713638306,-0.5669832825660706,-0.011386611498892307,-0.7427161260083738,-0.08185442196365281,0.3234392616542016,None
3,0.15,-0.4403839111328125,-0.65875244140625,-0.990020751953125,-0.13093683809947243,-0.04184088285677845,-0.2663753706238716,-0.5546397566795349,0.911774218082428,-0.2950071394443512,-0.7609976834741641,-0.03634938449222167,0.30944707303334007,None
4,0.2,-0.15277099609375,-0.592315673828125,-0.698760986328125,0.011732647086430126,0.04548920241720411,0.053664087163002305,-0.9768855571746826,1.1961015462875366,0.16161632537841797,-0.7628173341471226,0.02344553494722609,0.16450364318018013,None
5,0.25,-0.1536865234375,-0.558013916015625,-0.77191162109375,0.0056064875192268215,0.02035635907249056,0.02815935172980999,0.013523798435926437,0.2978314161300659,0.013963486067950726,-0.8104189292073956,0.03832986248214535,0.15929301095672682,None
6,0.299,-0.1874847412109375,-0.5621337890625,-0.725860595703125,0.012600053976459108,0.037778626881480926,0.048782010878176796,0.421218603849411,-0.10458899289369583,-0.31587886810302734,-0.7906302697362045,0.03310375545918493,0.2000847951873966,None
7,0.349,-0.1396636962890625,-0.562774658203125,-0.7061920166015625,0.013184003532262456,0.053124922787818774,0.06666326532029254,-0.0201026052236557,-0.1084630936384201,-0.17323623597621918,-0.7820444953933159,0.027683112866078753,0.15284769982132496,None
8,0.399,-0.2042999267578125,-0.548919677734375,-0.8210906982421875,-0.0017387372865850792,-0.004671695806080511,-0.0069880642414245075,-0.01152829173952341,0.0899844840168953,-0.0427357442677021,-0.8313365671910314,0.03218031736738367,0.20256118947122742,None
9,0.449,-0.241943359375,-0.59503173828125,-0.7910919189453125,-0.004518617124421059,-0.011113016737129167,-0.014774703885949259,-0.06670313328504562,-0.26104092597961426,-0.07916060090065002,-0.7991686962052376,0.019132660363558034,0.23742474225057894,None
10,0.499,-0.2162017822265625,-0.5862274169921875,-0.82965087890625,-0.008038742657720033,-0.021796912567361493,-0.030847802652661183,0.21240520477294922,-0.15381325781345367,-0.11314652860164642,-0.8166934476389904,0.011442915206792042,0.20816303956884247,None
11,0.549,-0.2071380615234375,-0.60858154296875,-0.708160400390625,0.009434897425895816,0.0277201804003262,0.03225588136543822,0.14741049706935883,-0.33525151014328003,-0.0699780210852623,-0.7584162014480123,-0.005319385476096405,0.21657295894933332,None
12,0.599,-0.2937774658203125,-0.651275634765625,-0.8089599609375,-0.021584040822079653,-0.04784968734057027,-0.05943486772053075,-0.02600017562508583,-0.0791773796081543,-0.2489677369594574,-0.7789357136679085,-0.009278146421105077,0.27219342499823285,None
13,0.648,-0.2132568359375,-0.6031341552734375,-0.7215118408203125,0.007900579387354667,0.022344462038063173,0.026730029788999854,-0.06580111384391785,-0.1273891180753708,-0.14492149651050568,-0.7672401770730113,-0.015647096892268182,0.22115741532485467,None
14,0.698,-0.20050048828125,-0.5894622802734375,-0.753692626953125,0.004592290660631909,0.01350112484862065,0.017262679215468202,-0.2729324698448181,0.18496398627758026,-0.18627719581127167,-0.787699806344084,-0.006399492451734587,0.2050927789418819,None
15,0.748,-0.2238006591796875,-0.579864501953125,-0.8368072509765625,-0.009101018774567232,-0.023580617404452386,-0.034029383692373405,0.1202465146780014,-0.09291715919971466,-0.16636048257350922,-0.8219455353339244,-0.01104516950314327,0.21469964040512027,None
16,0.798,-0.1652984619140625,-0.5652008056640625,-0.78314208984375,0.003400924578573189,0.011628694481208401,0.01611271605932707,-0.0913243219256401,0.1391104906797409,-0.050577424466609955,-0.8108766559044884,-0.004089858156923536,0.1686993864926357,None
17,0.848,-0.195831298828125,-0.573516845703125,-0.732452392578125,0.010163394448335528,0.029764792249894145,0.03801334426593428,-0.12917928397655487,0.0885530337691307,-0.011965050362050533,-0.7873519894590973,0.00033778212322204277,0.20599469327646053,None
18,0.898,-0.115325927734375,-0.548614501953125,-0.4828033447265625,0.040551661352185936,0.19290744009744554,0.1697664880715155,-0.9985466599464417,0.5942332744598389,0.3038259446620941,-0.6606453099092786,0.03004492376947999,0.15587758908656094,None
19,0.947,-0.2269287109375,-0.4825439453125,-0.5450897216796875,0.07066688360991968,0.150266912807968,0.16974402119399967,-1.115017294883728,0.03948881849646568,0.30203256011009216,-0.7487584732541067,0.032018413485624266,0.2975955945474197,None
20,0.997,-0.501373291015625,-0.5066680908203125,-0.9472198486328125,-0.22615329373091497,0.15254499407324285,-0.24743983905857037,0.6189407110214233,-1.2621405124664307,-0.467092365026474,-0.7278902021927506,-0.031078133865533115,0.27521999728471,None
21,1.047,-0.4220123291015625,-0.4646759033203125,-1.4166412353515625,-0.19642862385275048,0.3424211412742396,-0.8710164993534988,4.41561222076416,-3.0000252723693848,-1.0255277156829834,-0.5600609858924467,-0.18009635047870617,0.22558370524881202,None
22,1.097,-0.436859130859375,-0.8892822265625,-0.7551116943359375,-0.22062507180398291,0.03959503041448298,-0.45439609252029306,5.627334117889404,-3.700963020324707,-0.1917305588722229,-0.3080024611524311,-0.3580070104423608,0.21623405905539209,None
23,1.147,-0.70867919921875,-1.512451171875,-0.4869232177734375,-0.5147468334548202,-0.538208547768139,-0.3718512972950567,3.910463809967041,-2.241727590560913,-0.4557315707206726,-0.11729885067994456,-0.4601986465705591,0.19393236576392983,None
24,1.197,-0.80206298828125,-1.700042724609375,-0.3760986328125,-0.6727695205582482,-0.7086907548877835,-0.39855907210655694,2.8044402599334717,-0.53310626745224,-1.310252070426941,0.022650559640393433,-0.4836973801415712,0.12929346772300176,None
25,1.247,-0.3424224853515625,-1.2685546875,-0.300689697265625,-0.32013913108442216,-0.3135433896565082,-0.5964207796933847,5.552902698516846,-2.056938409805298,-2.1474246978759766,0.29580453210298163,-0.5709981331875833,0.022283354267140353,None
26,1.296,0.230377197265625,-0.636688232421875,0.5431365966796875,-0.03503098770221741,0.09681434579829873,-0.0825889526599839,4.804715633392334,-1.659772276878357,-1.7663687467575073,0.6490012392965386,-0.6370844373841813,-0.2654081849678424,None
27,1.346,0.826446533203125,-0.29522705078125,0.403533935546875,0.5510548697077601,0.2772564784645293,-0.36874971727736583,4.532485008239746,-2.674131155014038,-0.20739659667015076,0.8033473991978559,-0.7341516095538667,-0.2753916634953649,None
28,1.396,1.67822265625,0.170684814453125,0.755126953125,1.4400436269913512,0.5571282250637197,-0.13590180085382597,4.57361364364624,-1.9455070495605469,0.7701321244239807,0.9174312630860552,-0.7966253415869603,-0.23817902925864873,None
29,1.45,2.1139068603515625,0.65618896484375,0.8929290771484375,1.9132935837271376,0.8320992254992985,-0.07081875991170816,4.57361364364624,-1.9455070495605469,0.7701321244239807,0.9837469074274822,-0.851566953144253,-0.2006132766244248,None
30,1.5,0.33709716796875,1.7877655029296875,-0.38958740234375,0.4391275376893396,1.745851076438169,-1.3834852766279075,4.453732013702393,-0.6819213032722473,6.0838422775268555,0.9991119555016976,-0.8689432680052476,0.10203036972058961,None
31,1.549,-3.6986236572265625,0.53216552734375,1.5531768798828125,-3.303318223988371,0.29173653846536396,0.6666513496473417,4.453732013702393,-0.6819213032722473,6.0838422775268555,0.965136123929549,-0.8853094979784897,0.39530543323819145,None
32,1.599,-1.5955810546875,-0.4478759765625,1.8617095947265625,-1.1044798095133082,-0.73988551731282,1.0410086777664644,1.540071725845337,1.24203622341156,2.1390631198883057,0.9421404670042977,-0.8547439649186791,0.4911012451741919,None
33,1.649,-1.7878875732421875,-0.683258056640625,1.1158294677734375,-1.3760008559788595,-0.895589044574062,0.2296777405250785,-2.133212089538574,-0.9853520393371582,-1.7765979766845703,0.9724732590355254,-0.8792688139245461,0.411886717263328,Straight
34,1.699,-1.585174560546875,0.335601806640625,0.8958587646484375,-1.3270732841557502,0.20704344909143926,-0.06166746466829931,-2.034271240234375,-1.3072479963302612,-3.2693445682525635,0.99110705117085,-0.908502896788523,0.2581012763911248,None
35,1.749,-1.5244293212890625,0.338409423828125,0.6907196044921875,-1.4938234235810883,0.34051920051467477,-0.308809698663964,-2.7114715576171875,-0.8038996458053589,-4.608913898468018,0.9999977723319842,-0.9245611889280297,0.030605897707974256,None
