Index,Time,Acceleration X,Acceleration Y,Acceleration Z,Orientation X,Orientation Z,Punch,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z
0,0.0,-0.086692687476619,-0.02328963890992547,-0.10273607945812258,-0.9752547104225068,-0.0411757197031815,,-0.0455169677734375,-0.2441864013671875,-1.0771636962890625
1,0.049,-0.0589421247297661,-0.022671379394346658,0.05260161938880403,-0.9654656834915564,-0.0494664167219536,,-0.0094757080078125,-0.2828826904296875,-0.91168212890625
2,0.099,-0.1442518479315155,0.01248498440482998,-0.050175371758005904,-0.9463103074175704,-0.0522413498846405,,-0.092010498046875,-0.310333251953125,-0.9951934814453124
3,0.149,-0.1998593124737681,-0.019997236642534832,0.0309273760736416,-0.9302436490609626,-0.0460202011456431,,-0.153839111328125,-0.3865509033203125,-0.8983306884765625
4,0.199,-0.2789813834516795,-0.018145387144439973,0.0023073087694414074,-0.911412105323752,-0.059575255521992,,-0.2194061279296875,-0.4289093017578125,-0.9074859619140624
5,0.249,-0.2503679762767298,-0.011905562228392064,0.12691781653867162,-0.9078515998390122,-0.0676439772532923,,-0.1827239990234375,-0.43023681640625,-0.7788543701171875
6,0.299,-0.2506672102035576,0.012757023335571882,0.04118283226312336,-0.9090202723730536,-0.0701099592269951,,-0.1805572509765625,-0.4029693603515625,-0.8656005859375
7,0.348,-0.28503102139828207,0.050466612688586265,-0.03356559664271108,-0.8895403930172994,-0.0766875155389071,,-0.208343505859375,-0.4050445556640625,-0.9204864501953124
8,0.398,-0.3896699155244323,-0.006850530607470984,0.08262087852877875,-0.8776861545511484,-0.0866608823213073,,-0.303009033203125,-0.484283447265625,-0.7917633056640625
9,0.448,-0.34484401602711157,0.055207714166420285,-0.0030990588656274465,-0.8832320077633996,-0.0694076146599241,,-0.2754364013671875,-0.41259765625,-0.8842010498046875
10,0.498,-0.427044605129861,0.03984505407715572,-0.08266181155532037,-0.8725246412851262,-0.085644458645486,,-0.341400146484375,-0.446929931640625,-0.9519805908203124
11,0.548,-0.023828719726559422,-0.03695439027655334,-0.05901949185302624,-0.8475642422402623,0.3237664951171906,,-0.34759521484375,-0.5390625,-0.860931396484375
12,0.598,0.10433110423542014,0.13320365632868425,0.06271401006799315,-0.8238384748295393,0.2924261970088577,,-0.1880950927734375,-0.408843994140625,-0.7251129150390625
13,0.648,0.07785973606034041,0.18509661335513228,0.1848903775742351,-0.7067125204581435,0.2852419382087779,,-0.2073822021484375,-0.493011474609375,-0.492462158203125
14,0.697,0.02058261760511579,0.09020225340047316,0.12293799382985493,-0.8062557124679056,0.1337723148707408,,-0.113189697265625,-0.4960479736328125,-0.6760711669921875
15,0.747,-0.289705805364041,0.07878043881318897,-0.1632134750219273,-0.7734932054637278,0.1672491506906465,,-0.4569549560546875,-0.5460968017578125,-0.925811767578125
16,0.797,-0.5032564394225745,0.0858061319835185,-0.009861024928199735,-0.7548923696108506,0.2098783262024255,,-0.713134765625,-0.5554351806640625,-0.7479400634765625
17,0.847,-0.4478231867517693,0.215720951119048,-0.29207624716145897,-0.5679584607361192,0.1681893864904182,,-0.6160125732421875,-0.595611572265625,-0.8519439697265625
