Index,Time,Acceleration X,Acceleration Y,Acceleration Z,Orientation X,Orientation Z,Punch Type,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z
0,0.0,-0.36463842625465226,-0.04900934197214191,-0.06859430492407836,-0.8136582301926767,-0.1748343491062148,,-0.1898040771484375,-0.62139892578125,-0.869720458984375
1,0.05,0.012694298354739703,0.06457549241144245,0.07624440317694625,-0.7630851691838111,0.1260365835109897,,-0.11334228515625,-0.576568603515625,-0.680755615234375
2,0.1,-0.022278043773926406,0.13010668930575497,0.15131511094701455,-0.758245406315845,-0.1109468670161139,,0.0886688232421875,-0.5178375244140625,-0.6022491455078125
3,0.15,0.005110788815472597,0.02556516642428419,0.032248404084816884,-0.783629620945089,0.1232443337373476,,-0.118133544921875,-0.5909271240234375,-0.7454071044921875
4,0.199,-0.0036812390041925033,0.058447943068986374,0.049989494527195255,-0.6499759291301173,-0.0478096569729425,,0.04412841796875,-0.7006378173828125,-0.5992431640625
5,0.249,-0.0828273899609291,0.003051698244331158,-0.1775959912318429,-0.6793722627195601,-0.0935543186718666,,0.0107269287109375,-0.7275238037109375,-0.8539886474609375
6,0.299,-0.2088742933336027,0.08801932095450116,-0.37206441255151734,-0.6770186971173245,-0.1401181898179777,,-0.068756103515625,-0.64068603515625,-1.0424041748046875
7,0.349,0.002929070520104493,0.018098800712533114,0.02368462347051259,-0.7945677458026712,0.097792962121667,,-0.0948638916015625,-0.5861663818359375,-0.7670745849609375
8,0.399,0.00048042336776960015,0.020704929281286533,0.03159173013645633,-0.8363773911402891,0.0127179721958946,,-0.012237548828125,-0.52740478515625,-0.804718017578125
9,0.449,9.271261346320038e-05,0.00998865200576804,0.011693706084728972,-0.7603647491265046,0.0060283815587757,,-0.0059356689453125,-0.639495849609375,-0.7486572265625
10,0.499,-0.1126048384994126,0.19453434148747661,-0.24875538085498405,-0.7252204102815241,-0.0696666060775376,,-0.042938232421875,-0.4923095703125,-0.9722137451171876
11,0.548,0.0059548615271573235,0.02487297210068129,0.03468801333909566,-0.8126703539406054,0.1381722687537198,,-0.1322174072265625,-0.5522613525390625,-0.7701873779296875
12,0.598,0.4513045089144068,0.42096095969219993,0.26540467244741417,-0.76738648032817,0.1355086104769068,,0.3157958984375,-0.2143096923828125,-0.494903564453125
