Index,Time,Acceleration X,Acceleration Y,Acceleration Z,Orientation X,Orientation Z,Punch Type,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z
0,0.0,-0.0776373761843393,0.016403843576120014,0.010477252569047413,-0.5382805198993287,-0.0392004865359018,,-0.0384368896484375,-0.825714111328125,-0.5273895263671875
1,0.05,-0.0014209735801751985,0.022416583213785368,0.01670017434610438,-0.5974266232915539,-0.0507678974083002,,0.049346923828125,-0.778472900390625,-0.5799560546875
2,0.1,0.00033713426273269953,-0.019519489186333727,-0.017491616852231995,-0.6673627786091084,-0.0128617182763298,,0.0131988525390625,-0.764190673828125,-0.6847991943359375
3,0.15,8.272940570600018e-05,-0.0021863950744277494,-0.001853906640103098,-0.6467306847743968,-0.028847934656794,,0.0289306640625,-0.76458740234375,-0.6483154296875
4,0.2,2.095211536509993e-05,-0.014729337101660245,-0.013541950792327229,-0.6768118138416616,-0.0010471631190099,,0.001068115234375,-0.750885009765625,-0.6903533935546875
5,0.25,1.043284942599948e-06,-8.667303448028907e-05,-7.10836209537602e-05,-0.634142171691917,-0.0093068180431824,,0.009307861328125,-0.7732696533203125,-0.634185791015625
6,0.3,-0.0003662358380805992,0.031018449121210767,0.02336818939241514,-0.6017183078685987,-0.0094299565412056,,0.009063720703125,-0.7676544189453125,-0.5783233642578125
7,0.349,0.0010080771343946998,0.018106963954341193,0.015862146449162062,-0.6589410129336456,0.0418405966656447,,-0.04083251953125,-0.733428955078125,-0.6425018310546875
8,0.399,0.002659613379843495,0.027152210379972952,0.020258685730662807,-0.5980055791982914,0.078266913184531,,-0.0756072998046875,-0.771881103515625,-0.5759124755859375
9,0.449,0.0021134198487151035,0.013159523377789362,0.012276702428325903,-0.6821543281027536,0.1166306317627776,,-0.1145172119140625,-0.7130584716796875,-0.66522216796875
10,0.499,0.00022961765246180127,0.005964331250947086,0.0057279676253250145,-0.6926708687964013,0.0277564731212118,,-0.02752685546875,-0.7150115966796875,-0.686676025390625
11,0.549,0.00013101944928510002,-0.010407256899115258,-0.01162041730966945,-0.7449213584223133,-0.0083986436366524,,0.0085296630859375,-0.6775360107421875,-0.7565155029296875
12,0.599,-0.012723900032061697,0.09252557128617522,0.06160874333396971,-0.5542331896017292,-0.1137218248367492,,0.1009979248046875,-0.73443603515625,-0.4890289306640625
13,0.648,0.003740942160440297,0.0285828644725028,0.014863519166310624,-0.4613632341167175,0.1153437253635653,,-0.111602783203125,-0.8527069091796875,-0.44342041015625
14,0.698,-0.00040513327667998644,-0.0026362135749061766,-0.0013614081682563617,-0.4588509801755864,0.1352912778561325,,-0.1356964111328125,-0.8829803466796875,-0.45599365234375
15,0.748,-0.009944514088256806,-0.04306268101499022,-0.02224135464270305,-0.4588946962933274,0.2009929859117432,,-0.2109375,-0.913421630859375,-0.471771240234375
16,0.798,-0.007388738789978894,-0.03243614860519639,-0.01971049884944176,-0.5193077213758402,0.1910823305459586,,-0.1984710693359375,-0.87127685546875,-0.529449462890625
17,0.848,-0.0086645630639903,-0.0300373961403686,-0.01684093014158622,-0.4890451774670816,0.2440057250219472,,-0.2526702880859375,-0.8759307861328125,-0.4911041259765625
18,0.898,0.026109413889015803,0.12737725305095038,0.0652982177190512,-0.4561869261080298,0.1794449851780783,,-0.1533355712890625,-0.7480621337890625,-0.38348388671875
19,0.947,0.015768254513816804,0.06110877821834648,0.05195726799612166,-0.6477555800163047,0.1928922779513168,,-0.1771240234375,-0.686431884765625,-0.5836334228515625
20,0.997,0.0031000450329752988,-0.035334215316031425,-0.03243710776828501,-0.6762615585706323,-0.0644963905138997,,0.067596435546875,-0.7704620361328125,-0.7072906494140625
21,1.047,-0.1079570464509974,0.05520655657051876,-0.29930108972774694,-0.6902239253159846,-0.1003886870759974,,-0.007568359375,-0.66473388671875,-0.9860382080078124
22,1.097,-0.01687678982162019,-0.05160540819758974,-0.05762243826466429,-0.7449297288052477,0.2131647140846298,,-0.23004150390625,-0.7034149169921875,-0.785430908203125
23,1.147,0.0339515193633914,0.30521090644787574,0.23146336298372716,-0.6042606324806763,0.0882880672149539,,-0.0543365478515625,-0.48846435546875,-0.3704376220703125
24,1.197,-0.2563765951259855,0.4691384915392567,-0.003733895026450276,0.0079587943325163,-0.479536385165048,,0.2231597900390625,-0.408355712890625,0.0032501220703125
25,1.247,0.038925919425638056,0.7360863508412061,-0.47855510975650317,-0.1598908794833806,-0.5070945883868619,,0.5460205078125,-0.114715576171875,-0.616363525390625
26,1.296,0.3989969444118683,0.6880329130670322,-0.632644235299187,-0.3049385916229599,-0.5142873573459441,,0.9132843017578124,-0.1287384033203125,-0.8941650390625
27,1.346,0.8688015596204647,0.832534842239652,-1.205224236190064,-0.3616804357935379,-0.4726443632310978,,1.3414459228515625,0.0109405517578125,-1.523956298828125
28,1.396,1.4868417715699291,-0.05771422230179013,-1.0264621692591676,-0.441465422248848,-0.3943075204222584,,1.8811492919921875,-0.882293701171875,-1.432159423828125
29,1.604,-2.8024832063951193,1.0846245175315472,1.5436071759933634,-0.4033850178161292,-0.2608724886216816,,-2.5416107177734375,0.2012786865234375,1.1541900634765625
30,1.656,-0.7562433427033168,0.24577159338740528,-0.4154042595333815,-0.3528949774417207,-0.1726404374298793,UpperCut,-0.5836029052734375,-0.67584228515625,-0.76300048828125
31,1.706,0.0869107672432981,0.17514358075094394,-0.8425964492197434,-0.379754982632512,-0.2092623284598269,,0.296173095703125,-0.729461669921875,-1.2139434814453125
