Index,Time,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Orientation X,Orientation Y,Orientation Z,Punch Type
0,0,-0.1873931884765625,-0.825927734375,-0.64404296875,-0.011269295165418164,-0.049668952749267525,-0.03873091851982491,-0.975803792476654,0.5532530546188354,0.10028745234012604,-0.6149245461183516,0.027659124852541864,0.17612389331114434,None
1,0.05,-0.00927734375,-0.7641448974609375,-0.6410064697265625,0.000023781815223559294,0.0019588314549024988,0.0016431747956024978,-0.3945971131324768,0.03479499742388725,-0.5955214500427246,-0.64267744443731,0.029398166382809683,0.00930112556522356,None
2,0.1,0.125396728515625,-0.6574554443359375,-0.7175445556640625,-0.002396737799201909,0.012566103863983158,0.01371460148545478,-0.6759384870529175,0.4610115587711334,0.19003412127494812,-0.7373044627532344,0.05242893140244456,-0.1277934663148269,None
3,0.15,0.0521240234375,-0.7675018310546875,-0.550384521484375,-0.0029820456214583943,0.043909225033295085,0.03148781778864296,-0.30840471386909485,0.6516233086585999,0.3737432360649109,-0.5827578362237354,0.08493170544845988,-0.055106069058958394,None
4,0.2,-0.0010528564453125,-0.7525634765625,-0.8203887939453125,-0.04930183216248291,0.08451908772668548,-0.27544401059081025,0.9007391333580017,-0.6946828961372375,0.13732562959194183,-0.5455801988136157,0.05027879326052507,-0.04824897571717041,None
5,0.25,-0.03875732421875,-0.8024444580078125,-0.6648101806640625,-0.0015900462050713188,-0.032920842471848566,-0.027274300436516574,0.45581573247909546,-0.35287630558013916,-0.07353334128856659,-0.6379766851001913,0.03265038196035905,0.03716727801367868,None
6,0.299,-0.00604248046875,-0.731353759765625,-0.650360107421875,0.00013141111972811426,0.015905391334769092,0.014143951376393127,-0.18740105628967285,0.05778447166085243,-0.0535053014755249,-0.6645167235901144,0.03553792481422057,0.006173891588478114,None
7,0.349,0.1352691650390625,-0.8021392822265625,-0.5911712646484375,0.00075177770249088,-0.004458003614466244,-0.003285518728438075,0.05524487793445587,-0.09323034435510635,0.02953631989657879,-0.5932779103685413,0.03087898290158871,-0.13451738733657162,None
8,0.399,-0.0949554443359375,-0.7196807861328125,-0.58990478515625,0.0065594078016107255,0.049714682462312365,0.04074991251972859,0.4170171916484833,0.2074192315340042,-0.21304330229759216,-0.6339295627461166,0.04124315245333056,0.10151485213754823,None
9,0.449,0.178558349609375,-0.739715576171875,-0.35772705078125,-0.033795910497101095,0.140006678266832,0.0677073428212302,0.49806278944015503,-0.9327988028526306,0.48847994208335876,-0.4353638462274305,-0.005385060285769371,-0.2123542601064761,None
10,0.499,-0.23565673828125,-0.8229522705078125,-1.0820159912109375,-0.4562935577603465,0.08176533386245344,-0.7175911701124351,1.3504042625427246,-1.0544085502624512,-0.16967585682868958,-0.3736326102838656,-0.0580728228811623,-0.22063681947909652,None
11,0.549,-0.055419921875,-0.8475799560546875,-0.817779541015625,-0.28432342054403315,0.07785063661943448,-0.51581694988901,1.3504042625427246,-1.0544085502624512,-0.16967585682868958,-0.31019863809118475,-0.11059921273019478,-0.22890349866903312,None
