Index,Time,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Orientation X,Orientation Y,Orientation Z,Punch Type
0,0,0.1475067138671875,-0.427398681640625,-0.7834014892578125,0.12099652068828402,0.5720707638091354,-0.8023233620500511,0.3785931169986725,-1.1302852630615234,-0.5302659869194031,0.018928525353690044,-0.05648418483108891,-0.026510193178903477,None
1,0.05,0.1549835205078125,-0.3466796875,-0.9578094482421875,0.13505022826753516,0.6523800716151852,-0.9963095985947733,0.3917533755302429,-1.5712740421295166,0.13157373666763306,0.038507801383240864,-0.13466756647768874,-0.019933292240277352,None
2,0.1,-0.1825714111328125,-0.4267120361328125,-0.9177093505859375,-0.20366234883623277,0.5707281092464728,-0.986034519685916,0.5975270867347717,-0.7191376686096191,-0.02315778285264969,0.0683403706340266,-0.17020218940022627,-0.021090937703420267,None
3,0.15,-0.068572998046875,-0.4495086669921875,-0.865814208984375,-0.08875913315348212,0.5459607962458571,-0.9587285120276474,0.49347707629203796,-0.8317185044288635,0.018099907785654068,0.09293323919299655,-0.2110223789194206,-0.02018613510660712,None
4,0.199,-0.1494903564453125,-0.4739532470703125,-0.85443115234375,-0.18448863580801253,0.5200980338950414,-0.9575678153341216,0.2063284069299698,-0.5080714821815491,-0.2963584363460541,0.10319988607190544,-0.2357831379824137,-0.03499827936270004,None
5,0.249,-0.175384521484375,-0.5182647705078125,-0.864105224609375,-0.0039027510843047675,-0.011532707549887777,-0.01922853609745756,0.8019052147865295,-0.8724920749664307,-0.04687536507844925,-0.8575797662613149,-0.27794000619973,0.17148177040007023,None
6,0.299,-0.199462890625,-0.568450927734375,-0.762115478515625,0.005859110767571396,0.01669792782551316,0.02238671560565475,0.8164151906967163,-1.4085110425949097,-0.47532153129577637,-0.8015802827317619,-0.3448458005712804,0.2053220013925714,None
7,0.349,-0.235107421875,-0.6435546875,-0.6424407958984375,0.015209732104160767,0.04163328538584399,0.04156122473919266,0.43371495604515076,-1.0787030458450317,-0.3180384337902069,-0.7064940409903624,-0.3949465368060071,0.25031715397916077,None
8,0.399,-0.31219482421875,-0.703643798828125,-0.72906494140625,-0.017738996002101937,-0.039981234684307476,-0.041425671015661414,0.6379461288452148,-0.8201391100883484,-0.4575987160205841,-0.7195400116791422,-0.43227721901519534,0.29445582821664806,None
9,0.449,-0.46942138671875,-0.6575469970703125,-0.987579345703125,-0.17225663250556578,0.034648915019406146,-0.32988798333039304,0.8659409284591675,0.3798338770866394,0.056716807186603546,-0.6888073967327754,-0.4150747084653475,0.2971647542131842,None
10,0.498,-0.610107421875,-0.92010498046875,-0.78485107421875,-0.3100532771098442,-0.16829698687593886,-0.1976950038429064,1.935997486114502,0.05781403183937073,0.06055042892694473,-0.6155177933987359,-0.412443054230705,0.3000541447651558,None
11,0.548,-0.2375335693359375,-0.7860260009765625,-0.4980010986328125,0.009808122837072442,0.032456210683247555,0.020563223808924502,2.7194385528564453,-1.8507059812545776,-1.046282172203064,-0.5351936900656997,-0.4948563510471219,0.24734169217300994,None
