Index,Time,Acceleration X,Acceleration Y,Acceleration Z,Orientation X,Orientation Z,Punch Type,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z
0,0.0,0.3091447749131355,-0.04490888268629467,-0.02382766473103559,-0.4686921954499712,0.1506975092881355,,0.158447265625,-0.918182373046875,-0.4871673583984375
1,0.05,0.006595889079833689,-0.03444814695568865,-0.017708641155565474,-0.457193880985372,-0.1678731050607913,,0.174468994140625,-0.91119384765625,-0.468414306640625
2,0.1,0.0028837753303123104,-0.018504410198776466,-0.010029888044822244,-0.4765279880884088,-0.1357423233025002,,0.1386260986328125,-0.8895263671875,-0.482147216796875
3,0.15,-0.0115403585196589,0.04624414831022361,0.02418701988680505,-0.4634640219322356,-0.2159165792227839,,0.204376220703125,-0.8189697265625,-0.4283447265625
4,0.2,-0.024722196105344707,0.0838609952057211,0.039675437892563115,-0.4276620361042121,-0.2574950232537822,,0.2327728271484375,-0.7895965576171875,-0.373565673828125
5,0.249,-0.003435128200810711,0.020584026133008804,0.013345955598185077,-0.5440233890709271,-0.1386737756617482,,0.1352386474609375,-0.8103790283203125,-0.525421142578125
6,0.299,0.0057256337030286986,-0.03087400633958315,-0.02273170536299407,-0.5929021125554472,-0.1477014903204088,,0.1534271240234375,-0.8273162841796875,-0.609130859375
7,0.349,0.007411410038252991,-0.041811960848336494,-0.028724422720546428,-0.5662436624244237,-0.144566129024247,,0.1519775390625,-0.857391357421875,-0.589019775390625
8,0.399,0.0016879402790266063,-0.008025421108953212,-0.005375271896289613,-0.5564901044953072,-0.1721401847209734,,0.173828125,-0.82647705078125,-0.553558349609375
9,0.449,-0.006005436659212909,0.02673054943817521,0.017015064864853824,-0.5369814046195479,-0.1862117354873379,,0.180206298828125,-0.8021087646484375,-0.5105743408203125
10,0.499,-0.005452030125243507,0.027092657499201755,0.017426500298230785,-0.5409726579164308,-0.166874759617431,,0.1614227294921875,-0.802154541015625,-0.515960693359375
11,0.549,0.0035131231588222955,-0.0248164494459141,-0.01730134234468006,-0.5719045442146986,-0.1153528436380527,,0.118865966796875,-0.83966064453125,-0.58538818359375
12,0.598,0.005048000885608389,-0.02758997096934579,-0.02008870271785912,-0.5886175498783578,-0.1463191866143916,,0.1513671875,-0.827301025390625,-0.6023712158203125
13,0.648,-0.006319920959534792,0.025595388913696504,0.015929770079711303,-0.5283915620616583,-0.2051724600220348,,0.1988525390625,-0.8053436279296875,-0.501220703125
14,0.698,-0.011795150192194709,0.05718825275183148,0.02880826483557214,-0.4498868851721359,-0.1811524499968822,,0.1693572998046875,-0.8211212158203125,-0.41363525390625
15,0.748,-0.0023293482213788963,0.014256430087844718,0.008793985137777294,-0.5249976898835127,-0.1377358423620039,,0.135406494140625,-0.8287353515625,-0.511199951171875
16,0.798,-0.07533676793235519,-0.001983285677427893,-0.23668470318086665,-0.5270719138781025,-0.1423075931276677,,0.0669708251953125,-0.8431549072265625,-0.758392333984375
17,0.848,-0.0007136573075043062,0.0028427713712325664,0.002035398728171378,-0.5821559328594034,-0.1999934424637543,,0.19927978515625,-0.7938079833984375,-0.568359375
18,0.897,-0.0031275783299557214,0.011819984625450974,0.008774005431945953,-0.5960370346105522,-0.2078242336033932,,0.2046966552734375,-0.7736053466796875,-0.574249267578125
19,0.947,-0.0037480793293103998,0.03422892581087389,0.021554202107532228,-0.5328602935904574,-0.0922643146808729,,0.0885162353515625,-0.8083648681640625,-0.509033203125
20,0.997,-0.0009071350815638007,0.007094993169610597,0.004744130214679121,-0.5558462008361534,-0.1056892395737513,,0.1047821044921875,-0.8195343017578125,-0.5479888916015625
21,1.047,0.0027221274713615934,-0.01853568069329381,-0.013837423429632456,-0.5982184083537944,-0.1168762612005134,,0.119598388671875,-0.8143768310546875,-0.6079559326171875
