Index,Time,Acceleration X,Acceleration Y,Acceleration Z,Orientation X,Orientation Z,Punch,Raw Acceleration X,Raw Acceleration Y,Raw Acceleration Z
0,0.0,0.2273684473875328,0.012267737844056992,0.008961868411318075,-0.5898871310496774,0.1145602198484703,,0.1128082275390625,-0.7899017333984375,-0.5770416259765625
1,0.05,-0.0025993817604399033,0.017631599889812,0.0132862300871599,-0.6018111685803322,-0.1169334882057524,,0.1143341064453125,-0.7755279541015625,-0.5843963623046875
2,0.1,-0.0008870903741595992,0.009018061256936272,0.006569926723575925,-0.5888360601394542,-0.0792562309991596,,0.078369140625,-0.79669189453125,-0.580413818359375
3,0.15,-0.003996000393532109,0.027995911378238314,0.019562144433988404,-0.5727744903544305,-0.1162091351591571,,0.112213134765625,-0.786163330078125,-0.5493316650390625
4,0.2,0.0018941648219847063,-0.022155216964769076,-0.017219869927496023,-0.6136748854244394,-0.0673502199436403,,0.069244384765625,-0.8099212646484375,-0.6295013427734375
5,0.25,0.005533729731522399,-0.041431337663759726,-0.03530394503728074,-0.6485791185999277,-0.1011404646044151,,0.1066741943359375,-0.798675537109375,-0.6805572509765625
6,0.299,0.004582775015186502,-0.03748979411630127,-0.031225456453607858,-0.6399903778156381,-0.093515979867626,,0.0980987548828125,-0.8025054931640625,-0.6684112548828125
7,0.349,0.0005583181638304999,-0.007553613029605666,-0.006034080265503339,-0.6241392279594371,-0.057653962109607,,0.0582122802734375,-0.787567138671875,-0.6291351318359375
8,0.399,-0.0015075311648667933,-0.010576398928958786,-0.009720414955824985,-0.6766842383736922,0.1043732061398207,,-0.1058807373046875,-0.742828369140625,-0.682708740234375
9,0.449,-0.021238147319953715,-0.04927994200797603,-0.061893666233578726,-0.7823155914538097,0.2592641720159838,,-0.2805023193359375,-0.6508636474609375,-0.8174591064453125
10,0.499,-0.19006946395940044,-0.06500412441184567,-0.0974620381595862,-0.6906697391484349,0.2793519227593496,,-0.46942138671875,-0.7593841552734375,-0.7606353759765625
11,0.549,-0.4369739607901531,-0.15608811593453975,-0.22702848608423454,-0.537903575283381,0.2871471329598469,,-0.72412109375,-0.963592529296875,-0.742279052734375
12,0.598,-0.023926201114884416,-0.06508638213227014,-0.03809039582735241,-0.5050908087428784,0.3024135205648031,,-0.3263397216796875,-0.8877410888671875,-0.51953125
13,0.648,-0.009965921884604899,0.16689348810866855,-0.02511660686805489,0.1488189864660674,-0.0589466347752299,,0.048980712890625,-0.82025146484375,0.123443603515625
14,0.698,-0.0018864690160775022,0.013223701760740947,-0.0052018256917856776,0.3660668901015809,-0.13160143483639,,0.1297149658203125,-0.909271240234375,0.3576812744140625
15,0.748,0.1227018702047408,-0.07253997674474588,0.1258816805623859,0.4229482477627769,-0.0270173680765092,,0.14971923828125,-0.978363037109375,0.548675537109375
16,0.798,-0.024437371668296,-0.17855795699226817,-0.15643280542813243,0.4478187934033149,0.069160040441079,,-0.093597412109375,-1.0705413818359375,0.290313720703125
17,0.848,0.0028524166604172035,-0.042627459569424264,0.011219247335303995,0.2545250148707906,-0.0645761722067703,,0.0674285888671875,-1.0076751708984375,0.2652130126953125
18,0.898,0.0067545462618535945,-0.09129407956885505,0.037169899000583595,0.3770881862497075,-0.0683644722928339,,0.0751190185546875,-1.0153045654296875,0.4133758544921875
19,0.947,0.0138023676431141,-0.05336228886356875,0.01660553233173573,0.2971306896249891,-0.2397681889975109,,0.253570556640625,-0.9803466796875,0.3050689697265625
20,0.997,0.05708323797632969,-0.15545570761691008,-0.018395708675374045,0.3307304312918239,-0.2051848284299203,,0.26226806640625,-1.0791015625,0.3052978515625
21,1.047,0.0813004826557123,-0.1277196906189727,0.1806981499192531,0.3922213328053308,-0.1719496394146002,,0.2532501220703125,-1.0338897705078125,0.56707763671875
22,1.097,0.08568698644633169,-0.12016906002120842,0.31635748510677875,0.4574104656036102,-0.1841494393349183,,0.26983642578125,-0.9942169189453124,0.7659454345703125
23,1.147,0.006044980617232909,-0.16425038466851005,0.30058522749104144,0.5276918936420514,-0.2297338279765171,,0.23577880859375,-0.990966796875,0.8141632080078125
